ID_Aluno	Nome	Data_Feedback	Feedback_Instrutor	Indice_Bem_Estar_Social
224	Maria Fernanda Rodrigues	2025-02-23	Mostra iniciativa para resolver problemas complexos	0.617
224	Maria Fernanda Rodrigues	2025-06-04	Pontual e organizado, exemplo para a turma	0.777
224	Maria Fernanda Rodrigues	2025-08-05	Colaborativo e sempre disposto a ajudar os colegas	0.738
225	André Rezende	2024-11-16	Demonstra criatividade nas soluções apresentadas	0.18
225	André Rezende	2024-12-26	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.717
225	André Rezende	2025-02-06	Participativo e questionador, contribui para o aprendizado da turma	0.971
225	André Rezende	2025-08-28	Mantém consistência no desempenho ao longo do tempo	0.677
225	André Rezende	2025-09-09	Precisa se esforçar mais para acompanhar o ritmo da turma	0.186
226	Laís Rezende	2024-10-16	Bom desempenho, mas pode melhorar a participação nas discussões	0.943
226	Laís Rezende	2024-11-20	Demonstra maior engajamento nas atividades práticas	0.664
226	Laís Rezende	2024-12-16	Precisa desenvolver mais confiança para expressar suas ideias	0.217
226	Laís Rezende	2025-02-08	Mostra iniciativa para resolver problemas complexos	0.917
226	Laís Rezende	2025-05-02	Tem potencial, mas precisa se dedicar mais aos estudos	0.236
226	Laís Rezende	2025-06-18	Apresentou melhora significativa neste período	0.938
227	Danilo Teixeira	2024-11-18	Tem dificuldades com alguns conceitos, mas está progredindo	0.969
227	Danilo Teixeira	2024-12-15	Precisa desenvolver mais confiança para expressar suas ideias	0.356
227	Danilo Teixeira	2025-01-01	Mantém consistência no desempenho ao longo do tempo	0.341
227	Danilo Teixeira	2025-03-17	Líder natural, ajuda os colegas frequentemente	0.968
228	Luiz Otávio Cunha	2024-11-24	Bom desempenho, mas pode melhorar a participação nas discussões	0.557
228	Luiz Otávio Cunha	2024-12-26	Precisa desenvolver mais confiança para expressar suas ideias	0.879
228	Luiz Otávio Cunha	2025-02-23	Precisa trabalhar melhor em equipe	0.516
228	Luiz Otávio Cunha	2025-06-12	Mantém consistência no desempenho ao longo do tempo	0.564
229	Nathan da Cunha	2024-11-16	Demonstra maior engajamento nas atividades práticas	0.235
229	Nathan da Cunha	2025-02-10	Precisa trabalhar melhor em equipe	0.677
229	Nathan da Cunha	2025-03-23	Precisa se esforçar mais para acompanhar o ritmo da turma	0.769
229	Nathan da Cunha	2025-04-26	Excelente capacidade analítica e pensamento crítico	0.195
229	Nathan da Cunha	2025-06-05	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.412
229	Nathan da Cunha	2025-07-19	Participativo e questionador, contribui para o aprendizado da turma	0.339
229	Nathan da Cunha	2025-08-09	Tem dificuldades com alguns conceitos, mas está progredindo	0.561
229	Nathan da Cunha	2025-09-07	Líder natural, ajuda os colegas frequentemente	0.658
230	Giovanna Gonçalves	2024-10-09	Líder natural, ajuda os colegas frequentemente	0.828
230	Giovanna Gonçalves	2024-12-28	Precisa trabalhar melhor em equipe	0.675
230	Giovanna Gonçalves	2025-02-25	Bom desempenho, mas pode melhorar a participação nas discussões	0.866
230	Giovanna Gonçalves	2025-04-25	Colaborativo e sempre disposto a ajudar os colegas	0.225
230	Giovanna Gonçalves	2025-07-20	Estudante dedicado, sempre entrega as atividades no prazo	0.681
230	Giovanna Gonçalves	2025-08-07	Tem dificuldades com alguns conceitos, mas está progredindo	0.291
231	Dr. Vitor Silva	2024-10-04	Demonstra criatividade nas soluções apresentadas	0.084
231	Dr. Vitor Silva	2024-12-06	Excelente capacidade analítica e pensamento crítico	0.254
231	Dr. Vitor Silva	2025-01-22	Mantém consistência no desempenho ao longo do tempo	0.655
231	Dr. Vitor Silva	2025-02-17	Pontual e organizado, exemplo para a turma	0.839
231	Dr. Vitor Silva	2025-08-24	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.923
231	Dr. Vitor Silva	2025-09-22	Apresentou melhora significativa neste período	0.765
232	Maria Alice da Luz	2025-03-19	Tem potencial, mas precisa se dedicar mais aos estudos	0.935
232	Maria Alice da Luz	2025-05-03	Bom desempenho, mas pode melhorar a participação nas discussões	0.146
232	Maria Alice da Luz	2025-06-17	Tem dificuldades com alguns conceitos, mas está progredindo	0.471
232	Maria Alice da Luz	2025-07-28	Precisa se esforçar mais para acompanhar o ritmo da turma	0.569
233	Diogo Campos	2025-02-06	Bom desempenho, mas pode melhorar a participação nas discussões	0.441
233	Diogo Campos	2025-03-18	Líder natural, ajuda os colegas frequentemente	0.085
233	Diogo Campos	2025-07-03	Precisa desenvolver mais confiança para expressar suas ideias	0.143
233	Diogo Campos	2025-09-19	Precisa trabalhar melhor em equipe	0.629
234	Enzo Rezende	2024-11-13	Bom desempenho, mas pode melhorar a participação nas discussões	0.117
234	Enzo Rezende	2025-01-28	Demonstra criatividade nas soluções apresentadas	0.222
234	Enzo Rezende	2025-03-25	Demonstra criatividade nas soluções apresentadas	0.467
234	Enzo Rezende	2025-04-13	Demonstra criatividade nas soluções apresentadas	0.34
234	Enzo Rezende	2025-05-12	Bom desempenho, mas pode melhorar a participação nas discussões	0.931
234	Enzo Rezende	2025-06-09	Excelente capacidade analítica e pensamento crítico	0.973
234	Enzo Rezende	2025-09-18	Bom desempenho, mas pode melhorar a participação nas discussões	0.053
235	Maria Luiza Freitas	2024-10-08	Precisa trabalhar melhor em equipe	0.779
235	Maria Luiza Freitas	2024-11-12	Apresentou melhora significativa neste período	0.861
235	Maria Luiza Freitas	2025-03-13	Tem potencial, mas precisa se dedicar mais aos estudos	0.75
235	Maria Luiza Freitas	2025-06-28	Colaborativo e sempre disposto a ajudar os colegas	0.972
235	Maria Luiza Freitas	2025-07-16	Pontual e organizado, exemplo para a turma	0.549
235	Maria Luiza Freitas	2025-08-27	Estudante dedicado, sempre entrega as atividades no prazo	0.745
236	Sr. João Pires	2024-10-24	Líder natural, ajuda os colegas frequentemente	0.955
236	Sr. João Pires	2024-11-28	Apresentou melhora significativa neste período	0.972
236	Sr. João Pires	2025-02-06	Precisa se esforçar mais para acompanhar o ritmo da turma	0.174
236	Sr. João Pires	2025-03-26	Estudante dedicado, sempre entrega as atividades no prazo	0.536
236	Sr. João Pires	2025-04-11	Precisa se esforçar mais para acompanhar o ritmo da turma	0.093
236	Sr. João Pires	2025-06-07	Tem potencial, mas precisa se dedicar mais aos estudos	0.194
236	Sr. João Pires	2025-07-20	Mantém consistência no desempenho ao longo do tempo	0.934
237	Olivia Gonçalves	2024-10-15	Excelente capacidade analítica e pensamento crítico	0.557
237	Olivia Gonçalves	2024-11-12	Bom desempenho, mas pode melhorar a participação nas discussões	0.384
237	Olivia Gonçalves	2024-12-06	Precisa desenvolver mais confiança para expressar suas ideias	0.16
237	Olivia Gonçalves	2025-01-08	Estudante dedicado, sempre entrega as atividades no prazo	0.432
237	Olivia Gonçalves	2025-04-05	Precisa trabalhar melhor em equipe	0.16
237	Olivia Gonçalves	2025-07-10	Demonstra evolução constante ao longo do curso	0.337
237	Olivia Gonçalves	2025-08-03	Excelente capacidade analítica e pensamento crítico	0.371
237	Olivia Gonçalves	2025-09-27	Mostra interesse, mas falta um pouco de foco durante as aulas	0.494
238	Ana Luiza da Luz	2024-10-28	Excelente capacidade analítica e pensamento crítico	0.159
238	Ana Luiza da Luz	2024-12-23	Apresentou melhora significativa neste período	0.39
238	Ana Luiza da Luz	2025-01-07	Colaborativo e sempre disposto a ajudar os colegas	0.159
238	Ana Luiza da Luz	2025-03-28	Demonstra evolução constante ao longo do curso	0.745
238	Ana Luiza da Luz	2025-04-09	Tem potencial, mas precisa se dedicar mais aos estudos	0.424
238	Ana Luiza da Luz	2025-06-16	Excelente capacidade analítica e pensamento crítico	0.644
238	Ana Luiza da Luz	2025-08-05	Tem dificuldades com alguns conceitos, mas está progredindo	0.409
239	Gabrielly Martins	2024-10-10	Tem dificuldades com alguns conceitos, mas está progredindo	0.692
239	Gabrielly Martins	2024-11-21	Demonstra evolução constante ao longo do curso	0.04
239	Gabrielly Martins	2024-12-13	Mostra interesse, mas falta um pouco de foco durante as aulas	0.229
239	Gabrielly Martins	2025-02-12	Mostra iniciativa para resolver problemas complexos	0.782
239	Gabrielly Martins	2025-03-09	Demonstra criatividade nas soluções apresentadas	0.366
239	Gabrielly Martins	2025-04-03	Mostra iniciativa para resolver problemas complexos	0.842
239	Gabrielly Martins	2025-07-20	Colaborativo e sempre disposto a ajudar os colegas	0.532
240	Fernanda Dias	2024-10-06	Mostra interesse, mas falta um pouco de foco durante as aulas	0.005
240	Fernanda Dias	2025-01-02	Precisa se esforçar mais para acompanhar o ritmo da turma	0.348
240	Fernanda Dias	2025-02-28	Participativo e questionador, contribui para o aprendizado da turma	0.235
240	Fernanda Dias	2025-04-12	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.677
240	Fernanda Dias	2025-05-03	Precisa se esforçar mais para acompanhar o ritmo da turma	0.772
240	Fernanda Dias	2025-06-19	Mostra iniciativa para resolver problemas complexos	0.371
240	Fernanda Dias	2025-07-09	Líder natural, ajuda os colegas frequentemente	0.841
240	Fernanda Dias	2025-09-21	Participativo e questionador, contribui para o aprendizado da turma	0.28
241	Dra. Ana Laura Carvalho	2024-10-17	Precisa desenvolver mais confiança para expressar suas ideias	0.892
241	Dra. Ana Laura Carvalho	2025-02-15	Precisa trabalhar melhor em equipe	0.565
241	Dra. Ana Laura Carvalho	2025-04-11	Mostra interesse, mas falta um pouco de foco durante as aulas	0.634
241	Dra. Ana Laura Carvalho	2025-06-17	Pontual e organizado, exemplo para a turma	0.427
241	Dra. Ana Laura Carvalho	2025-07-26	Mantém consistência no desempenho ao longo do tempo	0.241
241	Dra. Ana Laura Carvalho	2025-08-15	Precisa desenvolver mais confiança para expressar suas ideias	0.766
242	Thomas Viana	2024-11-17	Participativo e questionador, contribui para o aprendizado da turma	0.062
242	Thomas Viana	2024-12-17	Tem dificuldades com alguns conceitos, mas está progredindo	0.797
242	Thomas Viana	2025-02-28	Excelente capacidade analítica e pensamento crítico	0.213
242	Thomas Viana	2025-03-11	Demonstra evolução constante ao longo do curso	0.515
242	Thomas Viana	2025-05-21	Bom desempenho, mas pode melhorar a participação nas discussões	0.731
242	Thomas Viana	2025-06-23	Colaborativo e sempre disposto a ajudar os colegas	0.522
242	Thomas Viana	2025-08-19	Apresentou melhora significativa neste período	0.886
242	Thomas Viana	2025-09-21	Tem potencial, mas precisa se dedicar mais aos estudos	0.907
243	Lavínia Lopes	2024-10-04	Precisa se esforçar mais para acompanhar o ritmo da turma	0.846
243	Lavínia Lopes	2024-11-20	Pontual e organizado, exemplo para a turma	0.679
243	Lavínia Lopes	2024-12-17	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.543
243	Lavínia Lopes	2025-01-25	Mostra iniciativa para resolver problemas complexos	0.262
243	Lavínia Lopes	2025-03-13	Colaborativo e sempre disposto a ajudar os colegas	0.522
243	Lavínia Lopes	2025-09-28	Tem dificuldades com alguns conceitos, mas está progredindo	0.803
244	Maysa Carvalho	2024-11-04	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.877
244	Maysa Carvalho	2024-12-20	Precisa desenvolver mais confiança para expressar suas ideias	0.868
244	Maysa Carvalho	2025-05-06	Líder natural, ajuda os colegas frequentemente	0.439
244	Maysa Carvalho	2025-06-03	Demonstra maior engajamento nas atividades práticas	0.847
244	Maysa Carvalho	2025-07-24	Demonstra criatividade nas soluções apresentadas	0.728
244	Maysa Carvalho	2025-09-21	Demonstra evolução constante ao longo do curso	0.191
245	Maria Vitória Peixoto	2024-10-13	Estudante dedicado, sempre entrega as atividades no prazo	0.221
245	Maria Vitória Peixoto	2024-12-04	Mostra iniciativa para resolver problemas complexos	0.958
245	Maria Vitória Peixoto	2025-01-10	Tem potencial, mas precisa se dedicar mais aos estudos	0.274
245	Maria Vitória Peixoto	2025-03-21	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.065
245	Maria Vitória Peixoto	2025-05-02	Precisa trabalhar melhor em equipe	0.718
246	Yuri Gomes	2024-11-24	Pontual e organizado, exemplo para a turma	0.154
246	Yuri Gomes	2025-02-01	Demonstra evolução constante ao longo do curso	0.568
246	Yuri Gomes	2025-07-16	Participativo e questionador, contribui para o aprendizado da turma	0.531
246	Yuri Gomes	2025-09-22	Bom desempenho, mas pode melhorar a participação nas discussões	0.211
247	João da Cunha	2024-10-27	Colaborativo e sempre disposto a ajudar os colegas	0.591
247	João da Cunha	2025-01-21	Precisa se esforçar mais para acompanhar o ritmo da turma	0.975
247	João da Cunha	2025-02-04	Mantém consistência no desempenho ao longo do tempo	0.264
247	João da Cunha	2025-04-23	Pontual e organizado, exemplo para a turma	0.476
247	João da Cunha	2025-05-18	Colaborativo e sempre disposto a ajudar os colegas	0.476
247	João da Cunha	2025-06-25	Pontual e organizado, exemplo para a turma	0.95
247	João da Cunha	2025-07-16	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.619
247	João da Cunha	2025-09-03	Líder natural, ajuda os colegas frequentemente	0.885
248	Vitor Hugo Ramos	2024-12-02	Estudante dedicado, sempre entrega as atividades no prazo	0.043
248	Vitor Hugo Ramos	2025-01-22	Demonstra evolução constante ao longo do curso	0.381
248	Vitor Hugo Ramos	2025-03-27	Colaborativo e sempre disposto a ajudar os colegas	0.471
248	Vitor Hugo Ramos	2025-05-13	Mostra iniciativa para resolver problemas complexos	0.912
248	Vitor Hugo Ramos	2025-06-07	Demonstra criatividade nas soluções apresentadas	0.37
248	Vitor Hugo Ramos	2025-08-15	Bom desempenho, mas pode melhorar a participação nas discussões	0.063
248	Vitor Hugo Ramos	2025-09-02	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.594
249	Stella da Costa	2024-10-11	Pontual e organizado, exemplo para a turma	0.811
249	Stella da Costa	2025-04-02	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.5
249	Stella da Costa	2025-06-04	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.527
250	Eduarda Campos	2024-10-04	Tem dificuldades com alguns conceitos, mas está progredindo	0.702
250	Eduarda Campos	2024-11-25	Demonstra criatividade nas soluções apresentadas	0.132
250	Eduarda Campos	2024-12-18	Líder natural, ajuda os colegas frequentemente	0.874
251	Kaique da Mota	2024-10-25	Demonstra maior engajamento nas atividades práticas	0.909
251	Kaique da Mota	2024-11-26	Mostra interesse, mas falta um pouco de foco durante as aulas	0.726
251	Kaique da Mota	2025-03-24	Demonstra evolução constante ao longo do curso	0.566
251	Kaique da Mota	2025-04-16	Estudante dedicado, sempre entrega as atividades no prazo	0.04
251	Kaique da Mota	2025-06-04	Excelente capacidade analítica e pensamento crítico	0.614
251	Kaique da Mota	2025-07-15	Tem potencial, mas precisa se dedicar mais aos estudos	0.616
251	Kaique da Mota	2025-09-04	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.783
252	Eduardo Lopes	2024-11-27	Tem dificuldades com alguns conceitos, mas está progredindo	0.559
252	Eduardo Lopes	2025-01-19	Demonstra evolução constante ao longo do curso	0.257
252	Eduardo Lopes	2025-04-24	Demonstra criatividade nas soluções apresentadas	0.363
253	Manuela Cunha	2025-03-04	Estudante dedicado, sempre entrega as atividades no prazo	0.898
253	Manuela Cunha	2025-04-05	Participativo e questionador, contribui para o aprendizado da turma	0.253
253	Manuela Cunha	2025-06-16	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.868
253	Manuela Cunha	2025-07-04	Tem potencial, mas precisa se dedicar mais aos estudos	0.446
254	Fernanda Souza	2024-10-02	Participativo e questionador, contribui para o aprendizado da turma	0.695
254	Fernanda Souza	2025-03-22	Demonstra criatividade nas soluções apresentadas	0.916
254	Fernanda Souza	2025-04-06	Estudante dedicado, sempre entrega as atividades no prazo	0.844
254	Fernanda Souza	2025-07-06	Mostra interesse, mas falta um pouco de foco durante as aulas	0.924
